Appliances,lights,T_in,RH_in,T_out,RH_out,Windspeed
50,0,20.5,43.2,9.70E+00,76,4
40,0,20.5,43.2,9.65E+00,76.5,4
360,20,20.46333333,43.26,9.60E+00,77,4
380,10,20.39,43.12666667,9.55E+00,77.5,4
390,20,20.39,43.26666667,9.50E+00,78,4
390,10,20.39,43.4,9.55E+00,78.16666667,4.166666667
320,0,20.42666667,43.36333333,9.60E+00,78.33333333,4.333333333
80,10,20.5,43.29,9.65E+00,78.5,4.5
70,10,20.5,43.39,9.70E+00,78.66666667,4.666666667
80,20,20.5,43.72333333,9.75E+00,78.83333333,4.833333333
80,10,20.6,43.46666667,9.80E+00,79,5
70,10,20.6,43.32666667,9.80E+00,79.5,4.833333333
80,30,20.7,43.43333333,9.80E+00,80,4.666666667
80,20,20.7,43.63333333,9.80E+00,80.5,4.5
80,10,20.82333333,43.63333333,9.80E+00,81,4.333333333
80,10,20.89,43.43333333,9.80E+00,81.5,4.166666667
60,10,21,43.29,9.80E+00,82,4
50,10,21,43.29,9.88E+00,82,4.166666667
40,0,21.05,43.29,9.97E+00,82,4.333333333
70,0,21.1,43.32666667,1.01E+01,82,4.5
80,10,21.16666667,43.4,1.01E+01,82,4.666666667
80,0,21.13333333,43.4,1.02E+01,82,4.833333333
90,10,21.2,43.32666667,1.03E+01,82,5
80,0,21.2,43.29,1.03E+01,82.33333333,4.833333333
130,20,21.2,43.23,1.03E+01,82.66666667,4.666666667
370,20,21.2,43.16333333,1.03E+01,83,4.5
370,30,21.26,43.16333333,1.03E+01,83.33333333,4.333333333
160,30,21.29,43.09,1.03E+01,83.66666667,4.166666667
250,20,21.29,43.09,1.03E+01,84,4
380,30,21.29,43.09,1.01E+01,85,4
380,20,21.29,43.09,9.90E+00,86,4
100,20,21.26,43.16333333,9.70E+00,87,4
40,30,21.2,43.09,9.50E+00,88,4
30,10,21.2,43.2,9.30E+00,89,4
30,0,21.2,43.33333333,9.10E+00,90,4
30,0,21.2,43.4,9.22E+00,89.66666667,3.833333333
50,0,21.13333333,43.4,9.33E+00,89.33333333,3.666666667
50,0,21.1,43.5,9.45E+00,89,3.5
50,10,21.1,43.595,9.57E+00,88.66666667,3.333333333
50,0,21.03333333,43.62666667,9.68E+00,88.33333333,3.166666667
50,0,21,43.7,9.80E+00,88,3
40,0,21,43.7,9.72E+00,88.33333333,3.166666667
50,0,21,43.73,9.63E+00,88.66666667,3.333333333
40,0,20.92666667,43.86333333,9.55E+00,89,3.5
40,0,20.89,43.9,9.47E+00,89.33333333,3.666666667
50,0,20.89,43.96666667,9.38E+00,89.66666667,3.833333333
50,0,20.85666667,44,9.30E+00,90,4
50,10,20.85666667,44.06,9.05E+00,90.5,3.833333333
40,0,20.79,44,8.80E+00,91,3.666666667
20,0,20.79,44,8.55E+00,91.5,3.5
20,0,20.7,44,8.30E+00,92,3.333333333
30,0,20.7,43.93333333,8.05E+00,92.5,3.166666667
50,0,20.7,43.93333333,7.80E+00,93,3
50,0,20.63333333,43.93333333,7.92E+00,93.16666667,2.833333333
50,0,20.6,43.9,8.03E+00,93.33333333,2.666666667
50,0,20.6,43.9,8.15E+00,93.5,2.5
50,0,20.6,43.9,8.27E+00,93.66666667,2.333333333
40,10,20.6,43.9,8.38E+00,93.83333333,2.166666667
40,0,20.53333333,43.9,8.50E+00,94,2
40,0,20.5,43.93333333,8.52E+00,94,2.166666667
50,0,20.5,44,8.53E+00,94,2.333333333
50,0,20.5,44,8.55E+00,94,2.5
50,0,20.5,44,8.57E+00,94,2.666666667
50,0,20.39,44,8.58E+00,94,2.833333333
20,0,20.39,44,8.60E+00,94,3
20,0,20.39,44.03,8.60E+00,94,3
20,0,20.32333333,44.09,8.60E+00,94,3
40,0,20.29,44.12666667,8.60E+00,94,3
50,0,20.29,44.2,8.60E+00,94,3
50,0,20.29,44.2,8.60E+00,94,3
50,0,20.29,44.2,8.60E+00,94,3
50,0,20.26,44.2,8.63E+00,94,3
40,0,20.2,44.26,8.67E+00,94,3
40,0,20.2,44.29,8.70E+00,94,3
70,0,20.2,44.36333333,8.73E+00,94,3
380,30,20.2,44.43333333,8.77E+00,94,3
190,10,20.13333333,44.63333333,8.80E+00,94,3
60,10,20.1,44.79,8.85E+00,94,3.166666667
60,10,20.1,44.9,8.90E+00,94,3.333333333
40,10,20.1,45.02666667,8.95E+00,94,3.5
20,0,20.1,45.09,9.00E+00,94,3.666666667
20,0,20.1,45.16333333,9.05E+00,94,3.833333333
40,0,20.1,45.2,9.10E+00,94,4
40,0,20.1,45.2,9.13E+00,94,4.166666667
40,0,20.1,45.16333333,9.17E+00,94,4.333333333
50,0,20.1,45.09,9.20E+00,94,4.5
50,0,20.1,45.2,9.23E+00,94,4.666666667
40,0,20.1,45.2,9.27E+00,94,4.833333333
50,0,20.1,45.23,9.30E+00,94,5
40,0,20.03333333,45.23,9.42E+00,93.5,5.166666667
30,0,20,45.12666667,9.53E+00,93,5.333333333
50,0,20,45.2,9.65E+00,92.5,5.5
40,0,20,45.29,9.77E+00,92,5.666666667
40,0,20,45.29,9.88E+00,91.5,5.833333333
50,0,20,45.29,1.00E+01,91,6
30,0,20,45.29,1.00E+01,90.66666667,6.166666667
20,0,20,45.345,1.00E+01,90.33333333,6.333333333
20,0,19.89,45.4,1.01E+01,90,6.5
40,0,19.96333333,45.4,1.01E+01,89.66666667,6.666666667
40,0,19.89,45.4,1.01E+01,89.33333333,6.833333333
40,0,19.89,45.46666667,1.01E+01,89,7
50,0,19.89,45.5,1.02E+01,87.83333333,7.166666667
40,0,19.89,45.5,1.02E+01,86.66666667,7.333333333
50,0,19.89,45.5,1.03E+01,85.5,7.5
50,0,19.89,45.5,1.04E+01,84.33333333,7.666666667
40,0,19.89,45.5,1.04E+01,83.16666667,7.833333333
40,0,19.89,45.5,1.05E+01,82,8
40,0,19.82333333,45.43333333,1.06E+01,81,8
40,0,19.89,45.5,1.07E+01,80,8
50,0,19.89,45.5,1.08E+01,79,8
50,0,19.89,45.5,1.09E+01,78,8
30,0,19.89,45.5,1.10E+01,77,8
20,0,19.89,45.43333333,1.11E+01,76,8
20,0,19.89,45.4,1.11E+01,75.66666667,8.333333333
30,0,19.89,45.4,1.10E+01,75.33333333,8.666666667
40,0,19.89,45.29,1.09E+01,75,9
50,0,19.89,45.29,1.09E+01,74.66666667,9.333333333
40,0,19.89,45.29,1.09E+01,74.33333333,9.666666667
50,0,19.92666667,45.2,1.08E+01,74,10
50,0,19.92666667,45.2,1.07E+01,74.5,9.666666667
40,0,19.96333333,45.2,1.06E+01,75,9.333333333
50,0,19.96333333,45.33333333,1.04E+01,75.5,9
40,0,19.96333333,45.46666667,1.03E+01,76,8.666666667
30,0,19.96333333,45.4,1.02E+01,76.5,8.333333333
50,0,19.92666667,45.5,1.01E+01,77,8
40,0,19.92666667,45.5,1.01E+01,76.83333333,8
50,0,19.89,45.5,1.00E+01,76.66666667,8
40,0,19.89,45.5,9.95E+00,76.5,8
50,0,19.89,45.53,9.90E+00,76.33333333,8
40,0,19.89,45.53,9.85E+00,76.16666667,8
20,0,19.89,45.5,9.80E+00,76,8
20,0,19.89,45.5,9.80E+00,75.66666667,8.166666667
20,0,19.85666667,45.43,9.80E+00,75.33333333,8.333333333
40,0,19.85666667,45.36333333,9.80E+00,75,8.5
50,0,19.85666667,45.29,9.80E+00,74.66666667,8.666666667
50,0,19.79,45.2225,9.80E+00,74.33333333,8.833333333
50,0,19.79,45.2,9.80E+00,74,9
40,0,19.79,45.2,9.82E+00,74,9
40,0,19.79,45.12666667,9.83E+00,74,9
40,0,19.79,45.09,9.85E+00,74,9
40,0,19.73,45.09,9.87E+00,74,9
40,0,19.76,45.09,9.88E+00,74,9
50,0,19.7,45.09,9.90E+00,74,9
40,0,19.7,45.09,9.85E+00,74.66666667,9
40,0,19.7,45.09,9.80E+00,75.33333333,9
20,0,19.7,45.09,9.75E+00,76,9
20,0,19.7,45.09,9.70E+00,76.66666667,9
30,0,19.66666667,45.06,9.65E+00,77.33333333,9
20,0,19.6,45,9.60E+00,78,9
50,0,19.6,45,9.55E+00,79.33333333,8.833333333
50,0,19.6,45,9.50E+00,80.66666667,8.666666667
60,0,19.6,45,9.45E+00,82,8.5
540,10,19.6,45,9.40E+00,83.33333333,8.333333333
610,10,19.6,46.03333333,9.35E+00,84.66666667,8.166666667
90,10,19.66666667,52.03333333,9.30E+00,86,8
50,10,19.84,57.395,9.33E+00,86,8.166666667
60,10,20,54.8,9.37E+00,86,8.333333333
60,0,20.06666667,53.46666667,9.40E+00,86,8.5
70,0,20.13333333,51.96666667,9.43E+00,86,8.666666667
70,0,20.26,51.1,9.47E+00,86,8.833333333
60,0,20.39,50.23333333,9.50E+00,86,9
70,0,20.46333333,49.63333333,9.53E+00,85.5,9
40,0,20.63333333,48.86333333,9.57E+00,85,9
40,0,20.7,48.39,9.60E+00,84.5,9
40,0,20.79,47.79666667,9.63E+00,84,9
310,30,20.85666667,47.46333333,9.67E+00,83.5,9
390,40,21,47.06333333,9.70E+00,83,9
380,50,21.06666667,46.73,9.73E+00,82.5,9.166666667
370,30,21.13333333,46.33333333,9.77E+00,82,9.333333333
370,40,21.2,46.06666667,9.80E+00,81.5,9.5
90,20,21.2,45.79666667,9.83E+00,81,9.666666667
60,30,21.26,45.59,9.87E+00,80.5,9.833333333
50,20,21.29,45.36333333,9.90E+00,80,10
50,20,21.29,45.23,9.88E+00,80.16666667,10
50,10,21.29,45.045,9.87E+00,80.33333333,10
40,0,21.2,44.86333333,9.85E+00,80.5,10
50,0,21.2,44.79,9.83E+00,80.66666667,10
30,0,21.2,44.66333333,9.82E+00,80.83333333,10
20,0,21.13333333,44.59,9.80E+00,81,10
20,0,21.1,44.56,9.83E+00,81,10
30,0,21.03333333,44.43333333,9.87E+00,81,10
40,0,21,44.29,9.90E+00,81,10
50,0,21,44.23,9.93E+00,81,10
50,0,20.89,44.2,9.97E+00,81,10
40,0,20.89,44.2,1.00E+01,81,10
40,0,20.85666667,44.16333333,1.00E+01,80.83333333,10
40,0,20.79,44.09,1.00E+01,80.66666667,10
40,0,20.79,44.09,1.01E+01,80.5,10
40,0,20.73,44.09,1.01E+01,80.33333333,10
40,0,20.7,44.09,1.01E+01,80.16666667,10
20,0,20.7,44.09,1.01E+01,80,10
30,0,20.66666667,44.16333333,1.01E+01,80.16666667,10
20,0,20.6,44.09,1.01E+01,80.33333333,10
40,0,20.6,44.2,1.01E+01,80.5,10
40,0,20.525,44.2,1.01E+01,80.66666667,10
40,0,20.5,44.26,1.01E+01,80.83333333,10
40,0,20.5,44.32666667,1.01E+01,81,10
50,0,20.42666667,44.32666667,1.01E+01,81.16666667,9.833333333
50,0,20.39,44.23,1.01E+01,81.33333333,9.666666667
40,0,20.39,44.29,1.01E+01,81.5,9.5
40,0,20.35666667,44.32666667,1.01E+01,81.66666667,9.333333333
30,0,20.29,44.4,1.01E+01,81.83333333,9.166666667
20,0,20.29,44.5,1.01E+01,82,9
20,0,20.29,44.5,1.01E+01,81.83333333,9.166666667
20,0,20.2,44.4,1.02E+01,81.66666667,9.333333333
50,0,20.2,44.46666667,1.02E+01,81.5,9.5
50,0,20.2,44.59,1.02E+01,81.33333333,9.666666667
40,0,20.2,44.66333333,1.03E+01,81.16666667,9.833333333
40,0,20.1,44.7,1.03E+01,81,10
50,0,20.1,44.76,1.03E+01,80.83333333,10
40,0,20.1,44.82666667,1.03E+01,80.66666667,10
40,0,20.1,44.9,1.03E+01,80.5,10
40,0,20,44.79,1.03E+01,80.33333333,10
20,10,20,44.8175,1.03E+01,80.16666667,10
60,10,20,44.96666667,1.03E+01,80,10
20,10,19.89,45.46333333,1.02E+01,81.5,9.833333333
40,10,19.96333333,45.66333333,1.01E+01,83,9.666666667
110,0,19.96333333,45.86333333,9.95E+00,84.5,9.5
310,0,19.89,45.86333333,9.83E+00,86,9.333333333
50,0,19.89,45.93333333,9.72E+00,87.5,9.166666667
60,0,19.82333333,46.06,9.60E+00,89,9
60,0,19.79,46.09,9.63E+00,88.66666667,9.166666667
60,0,19.79,46.03,9.67E+00,88.33333333,9.333333333
60,0,19.79,46,9.70E+00,88,9.5
60,0,19.79,46,9.73E+00,87.66666667,9.666666667
60,0,19.79,46,9.77E+00,87.33333333,9.833333333
50,0,19.79,46,9.80E+00,87,10
60,0,19.79,45.96666667,9.78E+00,87.66666667,10
40,0,19.79,45.9,9.77E+00,88.33333333,10
50,0,19.79,45.9,9.75E+00,89,10
390,0,19.79,45.9,9.73E+00,89.66666667,10
340,0,19.79,45.9,9.72E+00,90.33333333,10
40,0,19.73,45.96666667,9.70E+00,91,10
20,0,19.7,46.145,9.80E+00,90.33333333,10
20,0,19.7,46.2,9.90E+00,89.66666667,10
20,0,19.7,46.2,1.00E+01,89,10
30,0,19.7,46.2,1.01E+01,88.33333333,10
40,0,19.7,46.12666667,1.02E+01,87.66666667,10
50,0,19.7,46.09,1.03E+01,87,10
50,0,19.7,46.09,1.04E+01,86.66666667,10
40,0,19.7,46.09,1.05E+01,86.33333333,10
40,0,19.7,46.09,1.06E+01,86,10
40,0,19.76,46.06,1.06E+01,85.66666667,10
40,0,19.7,46,1.07E+01,85.33333333,10
40,0,19.7,46,1.08E+01,85,10
40,0,19.76,46,1.09E+01,84.5,10.16666667
30,0,19.7,46,1.09E+01,84,10.33333333
30,0,19.76,46,1.10E+01,83.5,10.5
30,0,19.76,46,1.11E+01,83,10.66666667
20,0,19.76,46,1.11E+01,82.5,10.83333333
40,0,19.7,46,1.12E+01,82,11
40,0,19.7,46,1.12E+01,82,10.66666667
40,0,19.79,46,1.12E+01,82,10.33333333
40,0,19.7,46,1.12E+01,82,10
50,0,19.7,46,1.11E+01,82,9.666666667
40,0,19.7,46,1.11E+01,82,9.333333333
60,0,19.7,46,1.11E+01,82,9
40,0,19.7,46,1.11E+01,81.83333333,9.166666667
30,0,19.7,46,1.12E+01,81.66666667,9.333333333
40,0,19.7,46,1.12E+01,81.5,9.5
40,0,19.7,46,1.12E+01,81.33333333,9.666666667
40,0,19.7,46.06,1.13E+01,81.16666667,9.833333333
30,0,19.7,46.06,1.13E+01,81,10
20,0,19.7,46.09,1.13E+01,81,9.833333333
30,0,19.7,46.09,1.12E+01,81,9.666666667
20,0,19.7,46.12666667,1.12E+01,81,9.5
50,0,19.7,46.2,1.12E+01,81,9.333333333
40,0,19.63333333,46.03,1.11E+01,81,9.166666667
30,0,19.7,46.09,1.11E+01,81,9
50,0,19.6,46,1.11E+01,81.16666667,9
40,0,19.6,46,1.10E+01,81.33333333,9
40,0,19.6,46,1.09E+01,81.5,9
50,0,19.6,46,1.09E+01,81.66666667,9
40,0,19.6,46,1.09E+01,81.83333333,9
40,0,19.6,46.09,1.08E+01,82,9
40,0,19.6,46.09,1.07E+01,83,9
40,0,19.56666667,46.09,1.06E+01,84,9
30,0,19.5,46.09,1.05E+01,85,9
30,0,19.5,46.09,1.04E+01,86,9
20,0,19.5,46.16333333,1.03E+01,87,9
30,0,19.5,46.2,1.02E+01,88,9
40,0,19.5,46.2,1.02E+01,88.5,9
40,0,19.5,46.23,1.01E+01,89,9
50,0,19.5,46.29,1.01E+01,89.5,9
40,0,19.5,46.29,1.01E+01,90,9
40,0,19.42666667,46.29,1.00E+01,90.5,9
40,0,19.39,46.29,1.00E+01,91,9
40,0,19.39,46.29,9.93E+00,91.33333333,8.833333333
50,0,19.39,46.32666667,9.87E+00,91.66666667,8.666666667
40,0,19.39,46.4,9.80E+00,92,8.5
30,0,19.39,46.43333333,9.73E+00,92.33333333,8.333333333
40,0,19.365,46.5,9.67E+00,92.66666667,8.166666667
30,0,19.29,46.5,9.60E+00,93,8
20,0,19.29,46.59,9.60E+00,93.16666667,8.166666667
20,0,19.29,46.59,9.60E+00,93.33333333,8.333333333
30,0,19.29,46.59,9.60E+00,93.5,8.5
40,0,19.29,46.66333333,9.60E+00,93.66666667,8.666666667
40,0,19.29,46.7,9.60E+00,93.83333333,8.833333333
50,0,19.29,46.76,9.60E+00,94,9
30,0,19.29,46.79,9.63E+00,94,8.833333333
40,0,19.29,46.79,9.67E+00,94,8.666666667
40,0,19.29,46.79,9.70E+00,94,8.5
50,0,19.29,46.79,9.73E+00,94,8.333333333
40,0,19.29,46.9,9.77E+00,94,8.166666667
50,0,19.23,46.82666667,9.80E+00,94,8
40,0,19.29,46.9,9.80E+00,94.16666667,7.833333333
40,0,19.23,46.82666667,9.80E+00,94.33333333,7.666666667
40,0,19.2,46.9,9.80E+00,94.5,7.5
30,0,19.2,46.9,9.80E+00,94.66666667,7.333333333
30,0,19.2,46.9,9.80E+00,94.83333333,7.166666667
20,0,19.2,46.925,9.80E+00,95,7
30,0,19.2,47,9.80E+00,95.16666667,6.833333333
20,0,19.2,47,9.80E+00,95.33333333,6.666666667
50,0,19.2,47,9.80E+00,95.5,6.5
40,0,19.2,47.09,9.80E+00,95.66666667,6.333333333
40,0,19.2,47.09,9.80E+00,95.83333333,6.166666667
40,0,19.2,47.09,9.80E+00,96,6
40,0,19.13333333,47.16333333,9.83E+00,95.83333333,5.666666667
40,0,19.1,47.2,9.87E+00,95.66666667,5.333333333
50,0,19.1,47.2,9.90E+00,95.5,5
50,0,19.1,47.23,9.93E+00,95.33333333,4.666666667
40,0,19.1,47.29,9.97E+00,95.16666667,4.333333333
40,0,19.1,47.4,1.00E+01,95,4
40,0,19.1,47.4,9.97E+00,94.16666667,4.166666667
20,0,19.1,47.4,9.93E+00,93.33333333,4.333333333
20,0,19.1,47.4,9.90E+00,92.5,4.5
30,0,19.1,47.43333333,9.87E+00,91.66666667,4.666666667
30,0,19.1,47.5,9.83E+00,90.83333333,4.833333333
50,0,19.1,47.5,9.80E+00,90,5
50,0,19.1,47.5,9.67E+00,89.5,5.166666667
30,0,19.1,47.5,9.53E+00,89,5.333333333
40,0,19,47.4,9.40E+00,88.5,5.5
50,0,19,47.4,9.27E+00,88,5.666666667
30,0,19,47.4,9.13E+00,87.5,5.833333333
50,0,19,47.32666667,9.00E+00,87,6
50,0,19,47.29,8.88E+00,87.33333333,5.666666667
40,0,19,47.23,8.77E+00,87.66666667,5.333333333
40,0,19,47.2,8.65E+00,88,5
40,0,19,47.2,8.53E+00,88.33333333,4.666666667
30,0,19,47.2,8.42E+00,88.66666667,4.333333333
10,0,19,47.12666667,8.30E+00,89,4
20,0,19,47.09,8.18E+00,88.66666667,4.166666667
30,0,19,47.09,8.07E+00,88.33333333,4.333333333
50,0,18.96333333,47.06,7.95E+00,88,4.5
50,0,18.96333333,47,7.83E+00,87.66666667,4.666666667
40,0,18.89,46.9,7.72E+00,87.33333333,4.833333333
40,0,18.89,46.9,7.60E+00,87,5
40,0,18.89,46.9,7.38E+00,87.66666667,4.5
40,0,18.89,46.9,7.17E+00,88.33333333,4
40,0,18.89,46.79,6.95E+00,89,3.5
40,0,18.89,46.79,6.73E+00,89.66666667,3
50,0,18.89,46.79,6.52E+00,90.33333333,2.5
40,0,18.89,46.76,6.30E+00,91,2
40,0,18.89,46.7,6.28E+00,90.83333333,2
20,0,18.89,46.7,6.27E+00,90.66666667,2
20,0,18.89,46.7,6.25E+00,90.5,2
20,0,18.79,46.59,6.23E+00,90.33333333,2
40,0,18.79,46.59,6.22E+00,90.16666667,2
50,0,18.79,46.59,6.20E+00,90,2
40,0,18.79,46.59,6.03E+00,89.83333333,2
40,0,18.79,46.5,5.87E+00,89.66666667,2
40,0,18.79,46.5,5.70E+00,89.5,2
40,0,18.79,46.5,5.53E+00,89.33333333,2
30,0,18.79,46.5,5.37E+00,89.16666667,2
40,0,18.79,46.5,5.20E+00,89,2
50,0,18.79,46.43333333,4.95E+00,89.83333333,2
30,0,18.76,46.4,4.70E+00,90.66666667,2
40,0,18.76,46.4,4.45E+00,91.5,2
10,0,18.7,46.345,4.20E+00,92.33333333,2
20,0,18.7,46.29,3.95E+00,93.16666667,2
40,0,18.7,46.29,3.70E+00,94,2
40,0,18.7,46.2,3.85E+00,93.83333333,2
40,0,18.7,46.2,4.00E+00,93.66666667,2
50,0,18.7,46.16333333,4.15E+00,93.5,2
50,0,18.7,46.16333333,4.30E+00,93.33333333,2
40,0,18.7,46.2,4.45E+00,93.16666667,2
40,0,18.7,46.26,4.60E+00,93,2
40,0,18.63333333,46.23,4.85E+00,91.83333333,2
40,0,18.7,46.29,5.10E+00,90.66666667,2
30,0,18.7,46.29,5.35E+00,89.5,2
20,0,18.7,46.29,5.60E+00,88.33333333,2
20,0,18.7,46.4,5.85E+00,87.16666667,2
30,0,18.76,46.4,6.10E+00,86,2
50,0,18.79,46.29,6.20E+00,84.33333333,1.833333333
40,0,18.79,46.29,6.30E+00,82.66666667,1.666666667
40,0,18.82333333,46.32666667,6.40E+00,81,1.5
40,0,18.89,46.32666667,6.50E+00,79.33333333,1.333333333
50,0,18.89,46.2,6.60E+00,77.66666667,1.166666667
40,0,18.89,46.1175,6.70E+00,76,1
40,0,18.89,46.03,6.80E+00,75.66666667,1.166666667
50,0,19,46,6.90E+00,75.33333333,1.333333333
50,0,19,45.93333333,7.00E+00,75,1.5
40,0,19,45.86333333,7.10E+00,74.66666667,1.666666667
30,0,19.06666667,45.79,7.20E+00,74.33333333,1.833333333
10,0,19.1,45.82666667,7.30E+00,74,2
20,0,19.1,45.9,7.30E+00,73.5,2
30,0,19.13333333,45.9,7.30E+00,73,2
50,0,19.2,45.82666667,7.30E+00,72.5,2
50,0,19.2,45.66333333,7.30E+00,72,2
40,0,19.2,45.53,7.30E+00,71.5,2
50,0,19.2,45.4,7.30E+00,71,2
40,0,19.2,45.4,7.28E+00,70.83333333,2
40,0,19.2,45.29,7.27E+00,70.66666667,2
40,0,19.26,45.29,7.25E+00,70.5,2
40,0,19.29,45.29,7.23E+00,70.33333333,2
50,0,19.29,45.29,7.22E+00,70.16666667,2
50,0,19.29,45.29,7.20E+00,70,2
20,0,19.315,45.345,7.17E+00,69.83333333,2
20,0,19.39,45.29,7.13E+00,69.66666667,2
20,0,19.42666667,45.23,7.10E+00,69.5,2
20,0,19.5,45.23,7.07E+00,69.33333333,2
40,0,19.5,45.09,7.03E+00,69.16666667,2
50,0,19.5,45.09,7.00E+00,69,2
50,0,19.6,45.06,6.75E+00,70.33333333,2
40,0,19.6,45,6.50E+00,71.66666667,2
50,0,19.6,45,6.25E+00,73,2
30,0,19.6,45,6.00E+00,74.33333333,2
40,0,19.6,45.03,5.75E+00,75.66666667,2
40,0,19.6,45.09,5.50E+00,77,2
40,0,19.6,45,5.03E+00,78.66666667,2
40,0,19.53333333,44.93333333,4.57E+00,80.33333333,2
50,0,19.5,44.76,4.10E+00,82,2
50,0,19.5,44.62666667,3.63E+00,83.66666667,2
30,0,19.5,44.56,3.17E+00,85.33333333,2
20,0,19.5,44.5,2.70E+00,87,2
20,0,19.46333333,44.36333333,2.55E+00,87.66666667,2.166666667
20,0,19.39,44.29,2.40E+00,88.33333333,2.333333333
50,0,19.39,44.29,2.25E+00,89,2.5
40,0,19.39,44.2,2.10E+00,89.66666667,2.666666667
50,0,19.39,44.2,1.95E+00,90.33333333,2.833333333
50,0,19.29,44.2,1.80E+00,91,3
40,0,19.29,44.2,2.07E+00,90.5,3.166666667
40,0,19.29,44.12666667,2.33E+00,90,3.333333333
40,0,19.29,44.12666667,2.60E+00,89.5,3.5
40,0,19.26,44.06,2.87E+00,89,3.666666667
30,0,19.2,44,3.13E+00,88.5,3.833333333
20,0,19.2,44,3.40E+00,88,4
20,0,19.2,44,3.23E+00,88.5,3.833333333
30,0,19.16666667,44.09,3.07E+00,89,3.666666667
40,0,19.1,44.03,2.90E+00,89.5,3.5
40,0,19.1,44,2.73E+00,90,3.333333333
50,0,19.1,44,2.57E+00,90.5,3.166666667
30,0,19.06666667,43.96666667,2.40E+00,91,3
40,0,19,43.9,2.45E+00,90.83333333,3.166666667
50,0,19,43.86333333,2.50E+00,90.66666667,3.333333333
40,0,19,43.79,2.55E+00,90.5,3.5
50,0,19,43.79,2.60E+00,90.33333333,3.666666667
40,0,18.96333333,43.79,2.65E+00,90.16666667,3.833333333
40,0,18.89,43.79,2.70E+00,90,4
40,0,18.89,43.79,2.77E+00,89.33333333,4.166666667
20,0,18.89,43.79,2.83E+00,88.66666667,4.333333333
20,0,18.89,43.79,2.90E+00,88,4.5
30,0,18.89,43.79,2.97E+00,87.33333333,4.666666667
20,0,18.79,43.7,3.03E+00,86.66666667,4.833333333
50,0,18.79,43.7,3.10E+00,86,5
40,0,18.85666667,43.72333333,3.08E+00,86,5
40,0,18.79,43.59,3.07E+00,86,5
40,0,18.79,43.59,3.05E+00,86,5
40,0,18.79,43.59,3.03E+00,86,5
40,0,18.79,43.59,3.02E+00,86,5
50,0,18.79,43.59,3.00E+00,86,5
50,0,18.7,43.5,3.07E+00,85.5,5
40,0,18.7,43.5,3.13E+00,85,5
20,0,18.7,43.5,3.20E+00,84.5,5
20,0,18.7,43.5,3.27E+00,84,5
20,0,18.7,43.5,3.33E+00,83.5,5
30,0,18.66666667,43.46666667,3.40E+00,83,5
50,0,18.6,43.4,3.37E+00,83.16666667,5
50,0,18.6,43.4,3.33E+00,83.33333333,5
40,0,18.6,43.4,3.30E+00,83.5,5
50,0,18.6,43.4,3.27E+00,83.66666667,5
40,0,18.6,43.4,3.23E+00,83.83333333,5
40,0,18.6,43.29,3.20E+00,84,5
40,0,18.6,43.29,3.32E+00,83.33333333,5.166666667
40,0,18.6,43.29,3.43E+00,82.66666667,5.333333333
40,0,18.53333333,43.29,3.55E+00,82,5.5
50,0,18.5,43.29,3.67E+00,81.33333333,5.666666667
40,0,18.5,43.29,3.78E+00,80.66666667,5.833333333
20,0,18.5,43.29,3.90E+00,80,6
20,0,18.5,43.29,3.95E+00,80.33333333,6
20,0,18.5,43.29,4.00E+00,80.66666667,6
30,0,18.5,43.29,4.05E+00,81,6
50,0,18.5,43.29,4.10E+00,81.33333333,6
40,0,18.5,43.23,4.15E+00,81.66666667,6
50,0,18.445,43.145,4.20E+00,82,6
40,0,18.39,43.09,4.25E+00,81.83333333,6
50,0,18.39,43.09,4.30E+00,81.66666667,6
40,0,18.39,43.09,4.35E+00,81.5,6
40,0,18.39,43.09,4.40E+00,81.33333333,6
20,0,18.35666667,43.09,4.45E+00,81.16666667,6
30,0,18.29,43.09,4.50E+00,81,6
20,0,18.29,43.09,4.47E+00,81.16666667,6.333333333
20,0,18.29,43.09,4.43E+00,81.33333333,6.666666667
50,0,18.29,43.09,4.40E+00,81.5,7
40,0,18.29,43.09,4.37E+00,81.66666667,7.333333333
40,0,18.29,43.09,4.33E+00,81.83333333,7.666666667
40,0,18.29,43.09,4.30E+00,82,8
40,0,18.23,43.03,4.35E+00,82,7.666666667
40,0,18.23,43.03,4.40E+00,82,7.333333333
40,0,18.2,43.09,4.45E+00,82,7
50,0,18.2,43.09,4.50E+00,82,6.666666667
50,0,18.2,43.09,4.55E+00,82,6.333333333
20,0,18.2,43.09,4.60E+00,82,6
20,0,18.2,43.2,4.65E+00,81.83333333,6.333333333
20,0,18.2,43.2,4.70E+00,81.66666667,6.666666667
30,0,18.2,43.26,4.75E+00,81.5,7
40,0,18.16666667,43.29,4.80E+00,81.33333333,7.333333333
40,0,18.1,43.29,4.85E+00,81.16666667,7.666666667
50,0,18.1,43.29,4.90E+00,81,8
40,0,18.1,43.29,4.97E+00,81,8
40,0,18.1,43.32666667,5.03E+00,81,8
40,0,18.1,43.4,5.10E+00,81,8
40,0,18.1,43.4,5.17E+00,81,8
40,0,18.1,43.4,5.23E+00,81,8
40,0,18.1,43.4,5.30E+00,81,8
20,0,18.1,43.4,5.40E+00,81.16666667,8.166666667
20,0,18.06666667,43.4,5.50E+00,81.33333333,8.333333333
30,0,18,43.32666667,5.60E+00,81.5,8.5
